time,heartrate,watts,temperature,interval
1764,164,215,kald,3
1765,164,216,kald,3
1766,165,216,kald,3
1767,165,214,kald,3
1768,164,213,kald,3
1769,164,212,kald,3
1770,164,216,kald,3
1771,164,215,kald,3
1772,164,215,kald,3
1773,164,213,kald,3
1774,163,220,kald,3
1775,164,217,kald,3
1776,164,209,kald,3
1777,164,210,kald,3
1778,164,212,kald,3
1779,163,218,kald,3
1780,164,215,kald,3
1781,163,211,kald,3
1782,164,218,kald,3
1783,164,212,kald,3
1784,164,217,kald,3
1785,165,213,kald,3
1786,164,213,kald,3
1787,166,216,kald,3
1788,167,210,kald,3
1789,167,216,kald,3
1790,167,215,kald,3
1791,167,216,kald,3
1792,167,214,kald,3
1793,168,213,kald,3
1794,168,215,kald,3
1795,167,218,kald,3
1796,168,215,kald,3
1797,168,212,kald,3
1798,169,216,kald,3
1799,169,216,kald,3
1800,169,216,kald,3
1801,170,216,kald,3
1802,171,215,kald,3
1803,170,212,kald,3
1804,170,214,kald,3
1805,170,216,kald,3
1806,170,213,kald,3
1807,170,215,kald,3
1808,170,212,kald,3
1809,170,215,kald,3
1810,169,216,kald,3
1811,170,214,kald,3
1812,170,221,kald,3
1813,170,216,kald,3
1814,170,211,kald,3
1815,169,216,kald,3
1816,170,218,kald,3
1817,170,215,kald,3
1818,170,215,kald,3
1819,169,214,kald,3
1820,169,215,kald,3
1821,169,215,kald,3
1822,170,215,kald,3
1823,170,216,kald,3
1824,170,218,kald,3
1825,170,211,kald,3
1826,170,203,kald,3
1827,171,215,kald,3
1828,171,216,kald,3
1829,170,216,kald,3
1830,171,216,kald,3
1831,171,211,kald,3
1832,171,215,kald,3
1833,171,215,kald,3
1834,170,214,kald,3
1835,171,215,kald,3
1836,171,217,kald,3
1837,171,215,kald,3
1838,171,211,kald,3
1839,171,216,kald,3
1840,171,218,kald,3
1841,171,214,kald,3
1842,171,216,kald,3
1843,171,215,kald,3
1844,171,216,kald,3
1845,172,215,kald,3
1846,172,215,kald,3
1847,172,215,kald,3
1848,172,217,kald,3
1849,172,219,kald,3
1850,172,216,kald,3
1851,172,211,kald,3
1852,172,215,kald,3
1853,172,212,kald,3
1854,172,215,kald,3
1855,172,216,kald,3
1856,172,215,kald,3
1857,173,216,kald,3
1858,174,217,kald,3
1859,173,214,kald,3
1860,173,215,kald,3
1861,173,214,kald,3
1862,173,215,kald,3
1863,173,215,kald,3
1864,173,214,kald,3
1865,173,216,kald,3
1866,173,215,kald,3
1867,172,214,kald,3
1868,172,216,kald,3
1869,172,216,kald,3
1870,172,213,kald,3
1871,172,215,kald,3
1872,172,214,kald,3
1873,172,214,kald,3
1874,172,219,kald,3
1875,172,215,kald,3
1876,172,215,kald,3
1877,171,210,kald,3
1878,172,215,kald,3
1879,172,215,kald,3
1880,171,211,kald,3
1881,171,212,kald,3
1882,171,215,kald,3
1883,174,214,kald,3
1884,173,218,kald,3
1885,172,215,kald,3
1886,172,214,kald,3
1887,171,216,kald,3
1888,172,216,kald,3
1889,172,215,kald,3
1890,172,215,kald,3
1891,172,217,kald,3
1892,171,216,kald,3
1893,171,212,kald,3
1894,172,214,kald,3
1895,171,211,kald,3
1896,171,214,kald,3
1897,172,218,kald,3
1898,171,215,kald,3
1899,172,217,kald,3
1900,171,214,kald,3
1901,171,215,kald,3
1902,172,218,kald,3
1903,172,217,kald,3
1904,172,216,kald,3
1905,172,217,kald,3
1906,172,214,kald,3
1907,172,214,kald,3
1908,172,214,kald,3
1909,173,221,kald,3
1910,172,216,kald,3
1911,173,217,kald,3
1912,173,215,kald,3
1913,173,211,kald,3
1914,173,214,kald,3
1915,173,214,kald,3
1916,173,214,kald,3
1917,173,211,kald,3
1918,173,215,kald,3
1919,173,215,kald,3
1920,172,215,kald,3
1921,173,214,kald,3
1922,173,215,kald,3
1923,173,215,kald,3
1924,173,210,kald,3
1925,174,215,kald,3
1926,173,214,kald,3
1927,173,214,kald,3
1928,173,214,kald,3
1929,173,214,kald,3
1930,173,217,kald,3
1931,173,211,kald,3
1932,173,219,kald,3
1933,173,215,kald,3
1934,173,214,kald,3
1935,173,215,kald,3
1936,173,215,kald,3
1937,173,215,kald,3
1938,173,215,kald,3
1939,173,215,kald,3
1940,173,216,kald,3
1941,174,217,kald,3
1942,174,215,kald,3
1943,174,216,kald,3
1944,174,218,kald,3
1945,175,215,kald,3
1946,175,217,kald,3
1947,175,209,kald,3
1948,175,212,kald,3
1949,175,212,kald,3
1950,175,217,kald,3
1951,175,217,kald,3
1952,175,215,kald,3
1953,174,214,kald,3
1954,173,215,kald,3
1955,173,216,kald,3
1956,173,216,kald,3
1957,173,220,kald,3
1958,173,219,kald,3
1959,173,214,kald,3
1960,173,215,kald,3
1961,172,220,kald,3
1962,173,216,kald,3
1963,173,216,kald,3
1964,173,216,kald,3
1965,173,217,kald,3
1966,173,215,kald,3
1967,173,215,kald,3
1968,173,218,kald,3
1969,173,217,kald,3
1970,173,215,kald,3
1971,173,215,kald,3
1972,173,215,kald,3
1973,172,214,kald,3
1974,172,218,kald,3
1975,172,216,kald,3
1976,172,215,kald,3
1977,172,214,kald,3
1978,172,204,kald,3
1979,172,214,kald,3
1980,172,215,kald,3
1981,173,216,kald,3
1982,172,216,kald,3
1983,172,219,kald,3
1984,172,70,kald,3
1985,172,61,kald,3
1986,172,52,kald,NA
1987,172,43,kald,NA
1988,172,10,kald,NA
1989,172,0,kald,NA
1990,172,0,kald,NA
1991,172,0,kald,NA
1992,170,0,kald,NA
1993,170,0,kald,NA
1994,170,0,kald,NA
1995,170,0,kald,NA
1996,170,0,kald,NA
1997,168,0,kald,NA
1998,167,0,kald,NA
1999,167,0,kald,NA
2000,166,0,kald,NA
2001,166,0,kald,NA
2002,165,0,kald,NA
2003,165,0,kald,NA
2004,164,0,kald,NA
2005,164,0,kald,NA
2006,162,0,kald,NA
2007,161,0,kald,NA
2008,160,0,kald,NA
2010,160,44,kald,NA
2011,160,27,kald,NA
2012,158,10,kald,NA
2013,157,109,kald,NA
2014,155,116,kald,NA
2015,156,104,kald,NA
2016,156,117,kald,NA
2017,158,124,kald,NA
2018,159,131,kald,NA
2019,158,126,kald,NA
2020,158,126,kald,NA
2021,157,125,kald,NA
2022,156,126,kald,NA
2023,155,126,kald,NA
2024,154,126,kald,NA
2025,153,124,kald,NA
2026,153,124,kald,NA
2027,152,126,kald,NA
2028,152,125,kald,NA
2029,151,125,kald,NA
2030,150,125,kald,NA
2031,148,125,kald,NA
2032,147,132,kald,NA
2033,147,132,kald,NA
2034,146,133,kald,NA
2035,147,133,kald,NA
2036,147,131,kald,NA
2037,147,128,kald,NA
2038,147,130,kald,NA
2039,147,131,kald,NA
2040,147,133,kald,NA
2041,147,134,kald,NA
2042,147,136,kald,NA
2043,147,137,kald,NA
2044,147,137,kald,NA
2045,148,138,kald,NA
2046,148,135,kald,NA
2047,148,135,kald,NA
2048,148,134,kald,NA
2049,148,131,kald,NA
2050,149,128,kald,NA
2051,148,135,kald,NA
2052,148,132,kald,NA
2053,148,134,kald,NA
2054,148,135,kald,NA
2055,149,134,kald,NA
2056,149,135,kald,NA
2057,149,134,kald,NA
2058,149,134,kald,NA
2059,149,134,kald,NA
2060,149,137,kald,NA
2061,148,133,kald,NA
2062,148,134,kald,NA
2063,150,134,kald,NA
2064,149,134,kald,NA
2065,149,137,kald,NA
2066,150,139,kald,NA
2067,149,138,kald,NA
2068,149,137,kald,NA
2069,148,137,kald,NA
2070,149,135,kald,NA
2071,149,136,kald,NA
2072,149,138,kald,NA
2073,148,138,kald,NA
2074,149,142,kald,NA
2075,149,139,kald,NA
2076,149,137,kald,NA
2077,151,130,kald,NA
2078,151,140,kald,NA
2079,150,140,kald,NA
2080,150,137,kald,NA
2081,150,136,kald,NA
2082,149,136,kald,NA
2083,149,136,kald,NA
2084,148,137,kald,NA
2085,149,140,kald,NA
2086,148,140,kald,NA
2087,149,138,kald,NA
2088,148,137,kald,NA
2089,147,139,kald,NA
2090,148,140,kald,NA
2091,148,139,kald,NA
2092,147,138,kald,NA
2093,147,136,kald,NA
2094,147,137,kald,NA
2095,147,138,kald,NA
2096,148,139,kald,NA
2097,148,137,kald,NA
2098,147,138,kald,NA
2099,146,138,kald,NA
2100,146,140,kald,NA
2101,146,155,kald,NA
2102,146,148,kald,NA
2103,146,174,kald,NA
2104,146,196,kald,NA
2105,149,215,kald,NA
2106,151,213,kald,NA
2107,150,214,kald,4
2108,150,216,kald,4
2109,150,218,kald,4
2110,151,212,kald,4
2111,151,211,kald,4
2112,151,218,kald,4
2113,149,217,kald,4
2114,150,214,kald,4
2115,150,215,kald,4
2116,150,214,kald,4
2117,149,224,kald,4
2118,149,215,kald,4
2119,149,214,kald,4
2120,150,214,kald,4
2121,150,215,kald,4
2122,150,215,kald,4
2123,150,216,kald,4
2124,151,214,kald,4
2125,151,218,kald,4
2126,151,214,kald,4
2127,152,211,kald,4
2128,152,214,kald,4
2129,153,214,kald,4
2130,152,216,kald,4
2131,153,216,kald,4
2132,153,216,kald,4
2133,152,214,kald,4
2134,153,216,kald,4
2135,153,214,kald,4
2136,153,215,kald,4
2137,154,220,kald,4
2138,154,215,kald,4
2139,154,218,kald,4
2140,155,215,kald,4
2141,155,215,kald,4
2142,156,215,kald,4
2143,156,215,kald,4
2144,156,218,kald,4
2145,156,215,kald,4
2146,157,215,kald,4
2147,157,215,kald,4
2148,157,215,kald,4
2149,157,215,kald,4
2150,158,214,kald,4
2151,157,214,kald,4
2152,158,215,kald,4
2153,158,215,kald,4
2154,158,215,kald,4
2155,159,216,kald,4
2156,158,216,kald,4
2157,159,209,kald,4
2158,159,216,kald,4
2159,159,214,kald,4
2160,158,214,kald,4
2161,159,216,kald,4
2162,159,220,kald,4
2163,159,216,kald,4
2164,159,215,kald,4
2165,160,215,kald,4
2166,160,215,kald,4
2167,162,215,kald,4
2168,161,219,kald,4
2169,161,216,kald,4
2170,162,218,kald,4
2171,163,214,kald,4
2172,162,215,kald,4
2173,162,218,kald,4
2174,163,216,kald,4
2175,163,213,kald,4
2176,163,211,kald,4
2177,164,218,kald,4
2178,164,215,kald,4
2179,163,215,kald,4
2180,163,213,kald,4
2181,164,218,kald,4
2182,163,216,kald,4
2183,163,216,kald,4
2184,164,216,kald,4
2185,163,216,kald,4
2186,164,215,kald,4
2187,164,215,kald,4
2188,164,212,kald,4
2189,164,214,kald,4
2190,165,216,kald,4
2191,166,219,kald,4
2192,166,215,kald,4
2193,166,215,kald,4
2194,167,215,kald,4
2195,168,215,kald,4
2196,168,214,kald,4
2197,169,216,kald,4
2198,168,214,kald,4
2199,169,215,kald,4
2200,169,204,kald,4
2201,169,215,kald,4
2202,169,220,kald,4
2203,168,215,kald,4
2204,169,215,kald,4
2205,169,215,kald,4
2206,168,217,kald,4
2207,168,214,kald,4
2208,168,215,kald,4
2209,168,215,kald,4
2210,169,219,kald,4
2211,169,212,kald,4
2212,169,215,kald,4
2213,169,213,kald,4
2214,169,214,kald,4
2215,170,215,kald,4
2216,170,215,kald,4
2217,170,215,kald,4
2218,170,216,kald,4
2219,171,217,kald,4
2220,171,218,kald,4
2221,173,213,kald,4
2222,173,207,kald,4
2223,174,214,kald,4
2224,174,216,kald,4
2225,174,217,kald,4
2226,174,215,kald,4
2227,173,215,kald,4
2228,174,215,kald,4
2229,173,215,kald,4
2230,173,209,kald,4
2231,173,218,kald,4
2232,173,218,kald,4
2233,173,214,kald,4
2234,173,214,kald,4
2235,173,215,kald,4
2236,173,222,kald,4
2237,173,210,kald,4
2238,173,215,kald,4
2239,173,213,kald,4
2240,173,222,kald,4
2241,173,216,kald,4
2242,173,213,kald,4
2243,173,215,kald,4
2244,174,207,kald,4
2245,173,215,kald,4
2246,174,215,kald,4
2247,174,214,kald,4
2248,174,217,kald,4
2249,174,208,kald,4
2250,174,213,kald,4
2251,174,218,kald,4
2252,174,215,kald,4
2253,174,212,kald,4
2254,174,217,kald,4
2255,174,218,kald,4
2256,174,217,kald,4
2257,174,215,kald,4
2258,174,211,kald,4
2259,174,218,kald,4
2260,174,214,kald,4
2261,173,213,kald,4
2262,173,214,kald,4
2263,174,215,kald,4
2264,174,214,kald,4
2265,175,209,kald,4
2266,175,217,kald,4
2267,175,215,kald,4
2268,176,215,kald,4
2269,175,217,kald,4
2270,175,211,kald,4
2271,175,214,kald,4
2272,174,215,kald,4
2273,174,215,kald,4
2274,174,214,kald,4
2275,174,214,kald,4
2276,174,216,kald,4
2277,174,215,kald,4
2278,174,208,kald,4
2279,174,214,kald,4
2280,174,211,kald,4
2281,174,220,kald,4
2282,174,214,kald,4
2283,174,218,kald,4
2284,174,215,kald,4
2285,174,214,kald,4
2286,175,215,kald,4
2287,175,211,kald,4
2288,175,213,kald,4
2289,175,215,kald,4
2290,175,216,kald,4
2291,174,211,kald,4
2292,174,214,kald,4
2293,174,215,kald,4
2294,174,214,kald,4
2295,174,217,kald,4
2296,174,215,kald,4
2297,174,217,kald,4
2298,174,213,kald,4
2299,174,214,kald,4
2300,174,215,kald,4
2301,174,211,kald,4
2302,174,214,kald,4
2303,174,216,kald,4
2304,173,214,kald,4
2305,174,217,kald,4
2306,174,218,kald,4
2307,174,215,kald,4
2308,173,215,kald,4
2309,173,211,kald,4
2310,174,217,kald,4
2311,172,218,kald,4
2312,172,215,kald,4
2313,172,214,kald,4
2314,172,216,kald,4
2315,172,215,kald,4
2316,171,215,kald,4
2317,171,215,kald,4
2318,171,217,kald,4
2319,170,218,kald,4
2320,170,215,kald,4
2321,170,216,kald,4
2322,170,216,kald,4
2323,169,214,kald,4
2324,170,218,kald,4
2325,171,214,kald,4
2326,170,216,kald,4
2327,170,214,kald,4
2328,170,215,kald,4
2329,170,215,kald,4
2330,171,214,kald,4
2331,171,216,kald,4
2332,171,217,kald,4
2333,171,216,kald,4
2334,170,216,kald,4
2335,170,216,kald,4
2336,170,215,kald,4
2337,171,214,kald,4
2338,171,215,kald,4
2339,171,217,kald,4
2340,170,217,kald,4
2341,170,217,kald,4
2342,171,215,kald,4
2343,171,213,kald,4
2344,171,215,kald,4
2345,171,214,kald,4
2346,171,215,kald,4
2347,170,216,kald,4
2348,170,215,kald,4
2349,170,216,kald,4
2350,170,218,kald,4
2351,170,215,kald,4
2352,170,215,kald,4
2353,169,216,kald,4
2354,170,216,kald,4
2355,170,218,kald,4
2356,170,215,kald,4
2357,170,213,kald,4
2358,170,215,kald,4
2359,171,215,kald,4
2360,171,214,kald,4
2361,171,216,kald,4
2362,171,215,kald,4
2363,172,214,kald,4
2364,172,217,kald,4
2365,172,218,kald,4
2366,172,216,kald,4
2367,173,216,kald,4
2368,173,214,kald,4
2369,173,209,kald,4
2370,173,215,kald,4
2371,173,215,kald,4
2372,174,214,kald,4
2373,174,218,kald,4
2374,174,214,kald,4
2375,174,213,kald,4
2376,175,216,kald,4
2377,174,216,kald,4
2378,174,214,kald,4
2379,174,214,kald,4
2380,174,215,kald,4
2381,174,215,kald,4
2382,173,215,kald,4
2383,174,214,kald,4
2384,174,215,kald,4
2385,174,215,kald,4
2386,174,215,kald,4
2387,174,215,kald,4
2388,174,220,kald,4
2389,174,215,kald,4
2390,174,213,kald,4
2391,174,216,kald,4
2392,174,214,kald,4
2393,174,217,kald,4
2394,175,209,kald,4
2395,175,212,kald,4
2396,175,211,kald,4
2397,175,209,kald,4
2398,175,202,kald,4
2399,175,209,kald,4
2400,174,214,kald,4
2401,174,218,kald,4
2402,174,214,kald,4
2403,175,217,kald,4
2404,175,216,kald,4
2405,176,79,kald,4
2406,175,70,kald,NA
2407,176,49,kald,NA
2408,176,67,kald,NA
2409,176,24,kald,NA
2410,176,0,kald,NA
2411,175,0,kald,NA
2412,175,0,kald,NA
2413,174,0,kald,NA
2414,173,0,kald,NA
2415,173,0,kald,NA
2416,173,0,kald,NA
2417,173,0,kald,NA
2418,172,0,kald,NA
2419,171,0,kald,NA
2420,171,0,kald,NA
2421,169,0,kald,NA
2422,168,0,kald,NA
2423,167,0,kald,NA
2424,167,0,kald,NA
2425,166,0,kald,NA
2426,166,0,kald,NA
2427,166,0,kald,NA
2428,165,0,kald,NA
2429,164,14,kald,NA
2430,162,58,kald,NA
2431,162,33,kald,NA
2432,162,124,kald,NA
2433,162,110,kald,NA
2434,162,100,kald,NA
2435,161,104,kald,NA
2436,162,123,kald,NA
2437,162,124,kald,NA
2438,161,121,kald,NA
2439,161,126,kald,NA
2440,161,127,kald,NA
2441,160,121,kald,NA
2442,159,125,kald,NA
2443,157,125,kald,NA
2444,156,125,kald,NA
2445,156,126,kald,NA
2446,156,125,kald,NA
2447,155,125,kald,NA
2448,156,127,kald,NA
2449,156,122,kald,NA
2450,157,127,kald,NA
2451,157,124,kald,NA
2452,155,122,kald,NA
2453,154,126,kald,NA
2454,154,127,kald,NA
2455,152,121,kald,NA
2456,151,126,kald,NA
2457,148,127,kald,NA
2458,148,126,kald,NA
2459,149,126,kald,NA
2460,149,125,kald,NA
2461,149,130,kald,NA
2462,147,126,kald,NA
2463,146,126,kald,NA
2464,145,126,kald,NA
2465,146,125,kald,NA
2466,146,125,kald,NA
2467,146,114,kald,NA
2468,145,125,kald,NA
2469,145,126,kald,NA
2470,144,125,kald,NA
2471,143,126,kald,NA
2472,143,125,kald,NA
2473,143,118,kald,NA
2474,143,114,kald,NA
2475,143,121,kald,NA
2476,144,126,kald,NA
2477,144,125,kald,NA
2478,144,127,kald,NA
2479,144,125,kald,NA
2480,145,126,kald,NA
2481,146,125,kald,NA
2482,146,125,kald,NA
2483,147,125,kald,NA
2484,146,124,kald,NA
2485,146,126,kald,NA
2486,145,125,kald,NA
2487,144,126,kald,NA
2488,145,125,kald,NA
2489,143,125,kald,NA
2490,142,125,kald,NA
2491,142,121,kald,NA
2492,142,126,kald,NA
2493,144,125,kald,NA
2494,144,125,kald,NA
2495,144,122,kald,NA
2496,144,120,kald,NA
2497,143,127,kald,NA
2498,142,127,kald,NA
2499,142,127,kald,NA
2500,142,122,kald,NA
2501,142,125,kald,NA
2502,141,123,kald,NA
2503,141,124,kald,NA
2504,141,126,kald,NA
2505,141,126,kald,NA
2506,140,123,kald,NA
2507,140,121,kald,NA
2508,139,118,kald,NA
2509,139,119,kald,NA
2510,140,122,kald,NA
2511,140,125,kald,NA
2512,140,119,kald,NA
2513,138,115,kald,NA
2514,138,121,kald,NA
2515,138,129,kald,NA
2516,137,122,kald,NA
2517,137,129,kald,NA
2518,137,131,kald,NA
2519,137,119,kald,NA
2520,137,133,kald,NA
2521,137,102,kald,NA
2522,137,95,kald,NA
2523,138,90,kald,NA
2524,138,0,kald,NA
2525,138,0,kald,NA
2526,138,0,kald,NA
2527,137,0,kald,NA
2528,136,0,kald,NA
2529,137,0,kald,NA
2530,137,0,kald,NA
2531,137,0,kald,NA
2532,134,0,kald,NA
2533,134,0,kald,NA
2534,131,0,kald,NA
2535,130,0,kald,NA
2536,128,0,kald,NA
2537,128,0,kald,NA
2538,127,0,kald,NA
2539,125,0,kald,NA
2540,123,0,kald,NA
2541,122,0,kald,NA
2542,120,0,kald,NA
2543,120,0,kald,NA
2544,119,0,kald,NA
2545,120,0,kald,NA
2546,120,0,kald,NA
2547,120,0,kald,NA
2548,122,0,kald,NA
2549,122,0,kald,NA
2550,122,0,kald,NA
2551,122,0,kald,NA
2552,128,0,kald,NA
2553,129,0,kald,NA
2554,129,0,kald,NA
2555,130,0,kald,NA
2556,129,0,kald,NA
2557,129,0,kald,NA
2558,128,0,kald,NA
2559,126,0,kald,NA
2560,125,0,kald,NA
2561,124,0,kald,NA
2562,125,0,kald,NA
2563,126,0,kald,NA
2564,126,0,kald,NA
2565,127,0,kald,NA
2566,129,0,kald,NA
2567,129,0,kald,NA
